,episode,score,avg_score,epsilon
0,0,26.120470460528345,26.120470460528345,1.0
1,1,23.041453127407042,24.580961793967695,1.0
2,2,11.327126755372774,20.163016781102723,1.0
3,3,22.14978900364891,20.659709836739268,1.0
4,4,17.33721282704196,19.995210434799805,1.0
5,5,18.979818781996762,19.825978492665964,1.0
6,6,14.131777375270646,19.012521190180916,1.0
7,7,27.37194797307094,20.05744953804217,1.0
8,8,21.057426072866736,20.168558041911567,1.0
9,9,23.840428050090637,20.535745042729474,1.0
10,10,28.55011768393781,21.264324373748412,1.0
11,11,37.51509689287914,22.618555417009304,0.9997
12,12,15.860947270848374,22.098739405766157,0.9982000000000002
13,13,12.561345231738066,21.41749696476415,0.9970000000000003
14,14,11.259791210229423,20.740316581128504,0.9959000000000005
15,15,12.108807337013868,20.200847253371343,0.9948000000000006
16,16,17.329261937350537,20.031930470076002,0.9931000000000008
17,17,16.516038179874673,19.836603120620374,0.9916000000000009
18,18,10.58413006562229,19.34963085456784,0.990700000000001
19,19,12.166898856656964,18.9904942546723,0.9896000000000011
20,20,29.1639921562424,19.474946535699445,0.9870000000000014
21,21,20.124522477884458,19.504472714889673,0.9850000000000017
22,22,48.63655640549091,20.77108504926364,0.9805000000000021
23,23,20.310748338840135,20.75190435299599,0.9785000000000024
24,24,17.643881340781096,20.627583432507393,0.9769000000000025
25,25,11.043251820559036,20.258955293586304,0.9759000000000027
26,26,11.848099469399408,19.947442114912715,0.9748000000000028
27,27,30.666099549392666,20.330251309001284,0.9719000000000031
28,28,17.534579095820373,20.233848818891598,0.9705000000000032
29,29,14.165342695465101,20.03156528144405,0.9691000000000034
30,30,16.596553288869472,19.920758442973902,0.9676000000000036
31,31,23.11521178639844,20.020585109955917,0.9655000000000038
32,32,26.560570285571238,20.218766478913956,0.963200000000004
33,33,23.85190393883158,20.32562346302918,0.9609000000000043
34,34,23.21860782442643,20.4082801590691,0.9587000000000045
35,35,19.15563394488635,20.37348443089736,0.9569000000000047
36,36,18.92320713467264,20.334287747215612,0.955100000000005
37,37,12.147886476807116,20.118856134836438,0.9539000000000051
38,38,30.16317136476928,20.376402679193692,0.9509000000000054
39,39,15.377484121940538,20.251429715262365,0.9494000000000056
40,40,17.025149586478733,20.17273995602374,0.9477000000000058
41,41,39.3063688840539,20.628302549548266,0.9440000000000062
42,42,33.0441736256094,20.91704373736364,0.9408000000000065
43,43,20.460610362644367,20.906670251574567,0.9389000000000067
44,44,12.620601674549455,20.722535394307343,0.9377000000000069
45,45,24.15242688416358,20.797098252782476,0.9353000000000071
46,46,17.037792639453883,20.717113026966974,0.9336000000000073
47,47,17.326337298967335,20.646471865966983,0.9319000000000075
48,48,57.67375473136881,21.40213069995478,0.9267000000000081
49,49,27.859474836417586,21.531277582684034,0.9241000000000084
50,50,24.748303634229895,21.594356524871205,0.9217000000000086
51,51,12.105306571274255,21.41187479499434,0.9205000000000088
52,52,19.712913985493593,21.379818930664136,0.918600000000009
53,53,24.503534615372637,21.437665517418,0.9162000000000092
54,54,19.03965430055727,21.394065313475075,0.9143000000000094
55,55,29.483602307016138,21.538521331216884,0.9114000000000098
56,56,13.033793215960136,21.38931557480887,0.9101000000000099
57,57,18.163325448076286,21.333695055382442,0.9083000000000101
58,58,12.504209726103166,21.184042761665847,0.9072000000000102
59,59,17.164025508144075,21.11704247410715,0.9060000000000104
60,60,14.563305165204495,21.00960415756776,0.9046000000000105
61,61,20.140992581829142,20.995594293442945,0.9026000000000107
62,62,37.306324076709465,21.254494766193204,0.8989000000000111
63,63,35.34412419574336,21.474645226029928,0.8954000000000115
64,64,17.32564680953586,21.410814481160788,0.8937000000000117
65,65,14.817002595405949,21.310908240467533,0.8927000000000118
66,66,15.020653280271029,21.21702383807654,0.891500000000012
67,67,25.63574356420557,21.28200501051961,0.8891000000000122
68,68,16.127950410902177,21.207308567046898,0.8875000000000124
69,69,23.303888698705013,21.237259711784873,0.8852000000000126
70,70,13.054554609631017,21.1220103441489,0.8839000000000128
71,71,30.127411185507874,21.247085355834443,0.8809000000000131
72,72,18.459924219956584,21.20890506630187,0.8791000000000133
73,73,23.834109837951175,21.244380806459294,0.8768000000000136
74,74,12.252365355902823,21.124487267118543,0.8757000000000137
75,75,30.914904563236533,21.253308547330622,0.873100000000014
76,76,24.927293517381468,21.301022637850764,0.8708000000000142
77,77,13.826664692749858,21.205197535990493,0.8695000000000144
78,78,13.539300772942553,21.108160868103813,0.8683000000000145
79,79,11.771609572583543,20.991453976909803,0.8672000000000146
80,80,13.442266561256782,20.89825413227211,0.8659000000000148
81,81,31.783183817475,21.03099717721361,0.8628000000000151
82,82,16.510050303506887,20.976527937771362,0.8612000000000153
83,83,23.38236913956156,21.00516890445934,0.8595000000000155
84,84,13.081904951988127,20.91195403443027,0.8583000000000156
85,85,16.69892965943273,20.86296537890704,0.8570000000000157
86,86,29.567375374186494,20.963016068507955,0.8542000000000161
87,87,46.155897499935854,21.249298812046906,0.8496000000000166
88,88,16.460152206888818,21.195488176033894,0.8480000000000167
89,89,43.008848643633925,21.437858847896116,0.8437000000000172
90,90,21.06362115479832,21.433746345774164,0.8422000000000174
91,91,14.574083623280309,21.359184794442708,0.8408000000000175
92,92,25.073753393245433,21.399126392279296,0.8387000000000178
93,93,26.192353473302507,21.45011816973699,0.836200000000018
94,94,105.03648825328065,22.329974696932187,0.8257000000000192
95,95,17.400581060023182,22.278626846547724,0.8245000000000193
96,96,19.097287713084125,22.245829535893456,0.8230000000000195
97,97,13.580774861020075,22.157410610639648,0.8218000000000196
