,episode,score,avg_score,epsilon
0,0,-46.15265317001543,-46.15265317001543,1.0
1,1,-249.17010234515496,-147.6613777575852,1.0
2,2,-67.89497629858235,-121.0725772712509,1.0
3,3,-133.8765651468844,-124.27357424015928,0.999130000000004
4,4,-85.13846233042484,-116.44655185821239,0.998020000000009
5,5,-387.3303726430346,-161.5938553223494,0.9969500000000139
6,6,-16.998845107392356,-140.9374252916413,0.9956400000000198
7,7,-83.46184864361112,-133.7529782106375,0.9949800000000228
8,8,-193.4524368136946,-140.38625138875497,0.9938800000000279
9,9,-133.72839283815426,-139.72046553369492,0.9930000000000319
10,10,-370.8917582187299,-160.73603759597083,0.9921700000000356
11,11,8.555851032642806,-146.62838021025303,0.9911000000000405
12,12,-224.59154110888645,-152.62554643322483,0.9902000000000446
13,13,-86.74758218870107,-147.91997755861598,0.9891000000000496
14,14,-185.00544252725757,-150.39234188985876,0.9883100000000532
15,15,-144.04785766536085,-149.99581162582763,0.9869100000000596
16,16,-384.47534001680106,-163.78872506059076,0.9856100000000655
17,17,-110.4162219526787,-160.82358599904012,0.9845900000000701
18,18,-429.106379346133,-174.94373301730815,0.983530000000075
19,19,-102.18100157097712,-171.3055964449916,0.9826800000000788
20,20,-77.29677337344572,-166.82898582253705,0.9819600000000821
21,21,-274.98964431217405,-171.7453793902478,0.9812400000000854
22,22,-370.8361595869721,-180.40150026836625,0.980450000000089
23,23,-109.26629649507731,-177.4375334444792,0.9796600000000926
24,24,-477.67930925673306,-189.44720447696935,0.9786300000000973
25,25,-89.93540288448418,-185.619827492643,0.9778800000001007
26,26,-80.74871267227908,-181.73571212892583,0.9766900000001061
27,27,-59.3742746529785,-177.36566079049913,0.9761100000001087
28,28,-125.72483033563813,-175.58494249895222,0.9752900000001125
29,29,-85.58514802651321,-172.5849493498709,0.9743300000001168
30,30,-107.11646486449047,-170.4730627535683,0.9736200000001201
31,31,-411.47488111085096,-178.0043695772334,0.9724200000001255
32,32,-58.006548141921186,-174.36807195798153,0.9717500000001286
33,33,-495.39122816622285,-183.80992949351804,0.9705900000001338
34,34,-289.1197688366889,-186.81878204618008,0.9697200000001378
35,35,-312.73620369980785,-190.31648820322528,0.9687700000001421
36,36,-225.5773589294914,-191.2694847093406,0.9676500000001472
37,37,-374.1302096436082,-196.08160904971606,0.9666700000001517
38,38,-86.42086635722805,-193.26979513452406,0.9659700000001549
39,39,-143.0399718834567,-192.01404955324736,0.965060000000159
40,40,-67.32399102692989,-188.9728286135811,0.9643600000001622
41,41,-356.48925412661646,-192.96131493532002,0.9632700000001672
42,42,-74.94274963727001,-190.21669713769094,0.9626300000001701
43,43,13.7130846894553,-185.58192936889216,0.9618600000001736
44,44,-54.49211126159227,-182.66882229984108,0.9612600000001763
45,45,-132.87949386449355,-181.58644559472484,0.9605600000001795
46,46,-121.13746841575659,-180.30029714410847,0.959800000000183
47,47,-222.29453091212906,-181.1751770142756,0.9586400000001882
48,48,-277.5509142508206,-183.14202879461322,0.9573200000001942
49,49,-157.38315700629812,-182.62685135884692,0.9566100000001975
50,50,-170.8108601751295,-182.3951652572054,0.9554600000002027
51,51,-70.2549622572042,-180.23862289182077,0.9548000000002057
52,52,-298.16699545374155,-182.46368652506453,0.9540100000002093
