,episode,score,avg_score,epsilon
0,0,0,0.0,1.0
1,1,0,0.0,1.0
2,2,0,0.0,0.9976000000000003
3,3,0,0.0,0.9881000000000013
4,4,0,0.0,0.9813000000000021
5,5,0,0.0,0.9716000000000031
6,6,0,0.0,0.9613000000000043
7,7,0,0.0,0.9518000000000053
8,8,0,0.0,0.9447000000000061
9,9,0,0.0,0.9375000000000069
10,10,0,0.0,0.9258000000000082
11,11,0,0.0,0.918400000000009
12,12,0,0.0,0.9110000000000098
13,13,0,0.0,0.8979000000000112
14,14,0,0.0,0.8879000000000123
15,15,0,0.0,0.882200000000013
16,16,0,0.0,0.8701000000000143
17,17,0,0.0,0.8620000000000152
18,18,0,0.0,0.8526000000000162
19,19,0,0.0,0.8417000000000174
20,20,0,0.0,0.8348000000000182
21,21,0,0.0,0.8202000000000198
22,22,0,0.0,0.809800000000021
23,23,0,0.0,0.8015000000000219
24,24,0,0.0,0.7951000000000226
25,25,0,0.0,0.7859000000000236
26,26,0,0.0,0.7766000000000246
27,27,0,0.0,0.7693000000000254
28,28,0,0.0,0.7572000000000267
29,29,0,0.0,0.7477000000000278
30,30,0,0.0,0.7374000000000289
31,31,0,0.0,0.72740000000003
32,32,0,0.0,0.7164000000000312
33,33,0,0.0,0.7067000000000323
34,34,0,0.0,0.700100000000033
35,35,0,0.0,0.690900000000034
36,36,0,0.0,0.6828000000000349
37,37,0,0.0,0.6762000000000357
38,38,0,0.0,0.6678000000000366
39,39,0,0.0,0.6608000000000374
40,40,0,0.0,0.6481000000000388
41,41,0,0.0,0.6419000000000394
42,42,0,0.0,0.6349000000000402
43,43,0,0.0,0.6283000000000409
44,44,0,0.0,0.6226000000000416
45,45,0,0.0,0.6150000000000424
46,46,0,0.0,0.6084000000000431
47,47,0,0.0,0.5978000000000443
48,48,0,0.0,0.591600000000045
49,49,0,0.0,0.5854000000000457
50,50,0,0.0,0.5763000000000467
51,51,0,0.0,0.5705000000000473
52,52,0,0.0,0.5627000000000482
53,53,0,0.0,0.5526000000000493
54,54,0,0.0,0.5466000000000499
55,55,0,0.0,0.5375000000000509
56,56,0,0.0,0.5291000000000519
57,57,0,0.0,0.518700000000053
58,58,0,0.0,0.5108000000000539
59,59,0,0.0,0.5032000000000547
60,60,0,0.0,0.4944000000000557
61,61,0,0.0,0.48550000000005666
62,62,0,0.0,0.47940000000005734
63,63,0,0.0,0.4714000000000582
64,64,0,0.0,0.46400000000005903
65,65,0,0.0,0.4580000000000597
66,66,0,0.0,0.4509000000000605
67,67,0,0.0,0.43920000000006176
68,68,0,0.0,0.43190000000006257
69,69,0,0.0,0.4241000000000634
70,70,0,0.0,0.41750000000006415
71,71,0,0.0,0.4105000000000649
72,72,0,0.0,0.40490000000006554
73,73,0,0.0,0.3991000000000662
74,74,0,0.0,0.3907000000000671
75,75,0,0.0,0.3837000000000679
76,76,0,0.0,0.3752000000000688
77,77,0,0.0,0.3680000000000696
78,78,0,0.0,0.3590000000000706
79,79,0,0.0,0.35290000000007127
80,80,0,0.0,0.34210000000007246
81,81,0,0.0,0.33660000000007306
82,82,0,0.0,0.32570000000007426
83,83,0,0.0,0.31940000000007496
84,84,0,0.0,0.31320000000007564
85,85,0,0.0,0.3046000000000766
86,86,0,0.0,0.2974000000000774
87,87,0,0.0,0.291900000000078
88,88,0,0.0,0.28500000000007875
89,89,0,0.0,0.2763000000000797
90,90,0,0.0,0.26690000000008074
91,91,0,0.0,0.2599000000000815
92,92,0,0.0,0.25240000000008234
93,93,0,0.0,0.24700000000008293
94,94,0,0.0,0.2390000000000838
95,95,0,0.0,0.23290000000008448
96,96,0,0.0,0.22380000000008549
97,97,0,0.0,0.2145000000000865
98,98,0,0.0,0.20870000000008715
99,99,0,0.0,0.2027000000000878
100,100,0,0.0,0.19670000000008847
101,101,0,0.0,0.1911000000000891
102,102,0,0.0,0.18140000000009016
103,103,0,0.0,0.1756000000000908
104,104,0,0.0,0.16690000000009175
105,105,0,0.0,0.16130000000009237
106,106,0,0.0,0.15590000000009296
107,107,0,0.0,0.1483000000000938
108,108,0,0.0,0.14120000000009458
109,109,0,0.0,0.1329000000000955
110,110,0,0.0,0.12520000000009635
111,111,0,0.0,0.11670000000009613
112,112,0,0.0,0.11170000000009599
113,113,0,0.0,0.10630000000009583
114,114,0,0.0,0.0984000000000956
115,115,0,0.0,0.09300000000009545
116,116,0,0.0,0.08680000000009527
117,117,0,0.0,0.08030000000009509
118,118,0,0.0,0.0740000000000949
119,119,0,0.0,0.06710000000009471
120,120,0,0.0,0.05780000000009444
121,121,0,0.0,0.051900000000094274
122,122,0,0.0,0.04450000000009406
123,123,0,0.0,0.03510000000009379
124,124,0,0.0,0.028100000000093703
125,125,0,0.0,0.021300000000093744
126,126,0,0.0,0.012300000000093798
127,127,0,0.0,0.01
128,128,0,0.0,0.01
129,129,0,0.0,0.01
130,130,0,0.0,0.01
131,131,0,0.0,0.01
132,132,0,0.0,0.01
133,133,0,0.0,0.01
134,134,0,0.0,0.01
135,135,0,0.0,0.01
136,136,0,0.0,0.01
137,137,0,0.0,0.01
138,138,0,0.0,0.01
139,139,0,0.0,0.01
140,140,0,0.0,0.01
141,141,0,0.0,0.01
142,142,0,0.0,0.01
143,143,0,0.0,0.01
144,144,0,0.0,0.01
145,145,0,0.0,0.01
146,146,0,0.0,0.01
147,147,0,0.0,0.01
148,148,0,0.0,0.01
149,149,0,0.0,0.01
150,150,0,0.0,0.01
151,151,0,0.0,0.01
152,152,0,0.0,0.01
153,153,0,0.0,0.01
154,154,0,0.0,0.01
155,155,0,0.0,0.01
156,156,0,0.0,0.01
157,157,0,0.0,0.01
158,158,0,0.0,0.01
159,159,0,0.0,0.01
160,160,0,0.0,0.01
161,161,0,0.0,0.01
162,162,0,0.0,0.01
163,163,0,0.0,0.01
164,164,0,0.0,0.01
165,165,0,0.0,0.01
166,166,0,0.0,0.01
167,167,0,0.0,0.01
168,168,0,0.0,0.01
169,169,0,0.0,0.01
170,170,0,0.0,0.01
171,171,0,0.0,0.01
172,172,0,0.0,0.01
173,173,0,0.0,0.01
174,174,0,0.0,0.01
175,175,0,0.0,0.01
176,176,0,0.0,0.01
177,177,0,0.0,0.01
178,178,0,0.0,0.01
179,179,0,0.0,0.01
180,180,0,0.0,0.01
181,181,0,0.0,0.01
182,182,0,0.0,0.01
183,183,0,0.0,0.01
184,184,0,0.0,0.01
185,185,0,0.0,0.01
186,186,0,0.0,0.01
187,187,0,0.0,0.01
188,188,0,0.0,0.01
189,189,0,0.0,0.01
190,190,0,0.0,0.01
191,191,0,0.0,0.01
192,192,0,0.0,0.01
193,193,0,0.0,0.01
194,194,0,0.0,0.01
195,195,0,0.0,0.01
196,196,0,0.0,0.01
197,197,0,0.0,0.01
198,198,0,0.0,0.01
199,199,0,0.0,0.01
