,episode,score,avg_score,epsilon
0,0,-113.65615873331528,-113.65615873331528,0.9979000000000002
1,1,-196.35444162980826,-155.00530018156178,0.9898000000000011
2,2,-384.5819333357803,-231.5308445663013,0.9798000000000022
3,3,-94.17986340619017,-197.19309927627353,0.9735000000000029
4,4,-50.2943090789103,-167.81334123680088,0.9612000000000043
5,5,-109.64278093095263,-158.11824785249283,0.9510000000000054
6,6,-290.41090663248565,-177.01719910677753,0.9414000000000065
7,7,-276.83865342531215,-189.49488089659434,0.9325000000000074
8,8,-99.53072343382169,-179.49886340073073,0.9223000000000086
9,9,-212.24173660542155,-182.77315072119978,0.9138000000000095
10,10,7.389210453959876,-165.48566334163982,0.9040000000000106
11,11,-126.70162083947847,-162.25365979979304,0.8965000000000114
12,12,-211.32700378354863,-166.0285324139281,0.8843000000000127
13,13,-128.45213500073297,-163.3445040272713,0.8771000000000135
14,14,-263.4454414150679,-170.01789985312442,0.8661000000000147
15,15,-107.59602097867221,-166.11653242347114,0.8579000000000157
16,16,-107.26760591527209,-162.65483086416532,0.8518000000000163
17,17,-104.0716806427904,-159.40021140742226,0.8435000000000172
18,18,-195.1678049625042,-161.28271633137396,0.8332000000000184
19,19,-149.71782485315913,-160.7044717574632,0.8248000000000193
20,20,-139.583143039609,-159.69869419947017,0.8150000000000204
21,21,-146.7315721213338,-159.1092795595549,0.8085000000000211
22,22,-246.88512521322644,-162.9256206749319,0.800100000000022
23,23,-134.78702478870233,-161.75317917967232,0.7891000000000232
24,24,-104.1513621967518,-159.4491065003555,0.7811000000000241
25,25,-106.60403617458215,-157.41660379551806,0.7745000000000248
26,26,-95.39455039370714,-155.11949070656212,0.7667000000000257
27,27,-141.9180388761801,-154.64801028404847,0.7597000000000265
28,28,-113.02289357690255,-153.21266143207794,0.7475000000000278
29,29,-60.42998666553616,-150.11990560652654,0.7360000000000291
30,30,-144.20588987470603,-149.92913090550007,0.7237000000000304
31,31,-191.38999066428784,-151.22478277296216,0.7119000000000317
32,32,-45.46188773163573,-148.01984655958864,0.7020000000000328
33,33,-160.3480520500986,-148.3824408387213,0.6949000000000336
34,34,-81.16223645477982,-146.4618635706087,0.6880000000000344
35,35,-87.79071553021136,-144.8321094583754,0.6754000000000357
36,36,-86.07971921392533,-143.24420701933622,0.6662000000000368
37,37,-157.82866796139075,-143.62800862307452,0.6555000000000379
38,38,-112.48825802532163,-142.8295534795424,0.6436000000000393
39,39,-130.16999323193164,-142.5130644733521,0.6322000000000405
40,40,11.479165692869131,-138.75715642051742,0.6222000000000416
41,41,-207.89341930125696,-140.4032579176779,0.609700000000043
42,42,-105.85435184320468,-139.5997949857134,0.600400000000044
43,43,-61.842853890140226,-137.83259177899583,0.5930000000000448
44,44,-112.55548755658126,-137.27087835183104,0.5814000000000461
45,45,-109.82429363314455,-136.67421346664221,0.572900000000047
46,46,-111.89151390600595,-136.14692198662868,0.5661000000000478
47,47,-103.3427135187422,-135.46350097688105,0.5573000000000488
48,48,-95.29684760619081,-134.64377335707104,0.5448000000000501
49,49,-207.17286294060364,-136.0943551487417,0.5338000000000513
50,50,-97.82985897769687,-135.34407091009376,0.5219000000000527
51,51,-83.95433989678385,-134.35580685214546,0.5140000000000535
52,52,-43.17069094506539,-132.63533296710622,0.4995000000000551
53,53,-106.85723463795459,-132.15796077582561,0.491300000000056
54,54,-108.63660096372426,-131.73029968833288,0.482200000000057
55,55,-32.35638832546336,-129.9557655568531,0.46580000000005883
56,56,-125.08885885328786,-129.8703812287204,0.4378000000000619
57,57,-43.34220025501128,-128.3785160395185,0.4306000000000627
58,58,-71.55122747488937,-127.41534165706715,0.4235000000000635
59,59,-88.12247567771936,-126.76046055741135,0.41570000000006435
60,60,0.9416272457188484,-124.6669837081797,0.3978000000000663
61,61,-65.47577227849492,-123.7122867496364,0.3861000000000676
62,62,-101.85466349753415,-123.36534034880938,0.3760000000000687
63,63,-91.46267629636344,-122.86686122298993,0.36400000000007005
64,64,-8.661285536514171,-121.10985236627491,0.346400000000072
65,65,-38.01675095602441,-119.85086598127111,0.3315000000000736
66,66,-65.86265059667663,-119.04507172179956,0.3228000000000746
67,67,-125.21316638048859,-119.13577899619203,0.30690000000007633
68,68,-115.48990511056911,-119.08294024422648,0.2956000000000776
69,69,-7.411383942474842,-117.48763229705861,0.28480000000007877
70,70,-66.88892226609859,-116.7749744092986,0.2727000000000801
71,71,-75.31542612877709,-116.19914734984692,0.26390000000008107
72,72,-73.02758289255499,-115.60775605591142,0.25510000000008204
73,73,-102.20132098134421,-115.42658801436323,0.24020000000008368
