,training_episodes,test_episodes,render,learning_rate,discount_factor,eps,eps_dec,eps_min,batch_size,replace_target_network_cntr,fc1_dims,fc2_dims,mem_size,disappointing_score,disappointing_keep_going_ratio,disappointing_keep_going_max_count,env_name
0,500,300,False,0.1,0.9,1.0,1e-05,0.01,256,50,256,256,100000,20,0.1,1000,LunarLander-v2
